request_id,timestamp,child_id,latitude,longitude,country,timezone,letter_text,primary_gift_category,gift_count,sentiment_score,urgency_level,language_code,delivery_preference,extracted_gifts_json
REQ_2025_00000626,2025-11-03 16:38:10.187501,CH_NG_15587,61.3358875,-140.378965,Brunei Darussalam,Pacific/Guadalcanal,"Dear Santa, I have been very helpful this year. For Christmas, I would really like bicycle and maybe tennis racket. I promise to help with chores. Love, John",SPORTS,3,0.963,3,fr,mailbox,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.8}]"
REQ_2025_00000335,2025-11-03 17:13:33.933579,CH_MV_41031,64.556841,149.775376,Ghana,Europe/Copenhagen,"Hi Santa! My name is Stanley and I am 10 years old. This year I want soccer ball, skateboard, and tennis racket. I've been helpful and helped my grandparents. Thank you!",SPORTS,3,0.885,3,zh,stocking,"[{""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.9}]"
REQ_2025_00000880,2025-11-03 17:21:31.024100,CH_NI_71463,-46.4062705,169.622855,Spain,Asia/Ashgabat,"Dear Santa, I have been very kind this year. For Christmas, I would really like robot and maybe headphones. I promise to be kind to others. Love, Gabrielle",ELECTRONICS,3,0.982,3,pt,stocking,"[{""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.91}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.97}]"
REQ_2025_00000105,2025-11-03 17:31:53.855120,CH_CR_13037,-73.248395,179.615805,Egypt,Pacific/Fiji,"Santa, please bring me chapter book for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Meredith",BOOKS,3,0.636,4,ja,tree,"[{""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.84}, {""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.87}, {""item_name"": ""educational book"", ""category"": ""BOOKS"", ""confidence_score"": 0.81}]"
REQ_2025_00000627,2025-11-03 17:32:48.967064,CH_MW_32871,10.057931,32.411541,Croatia,Pacific/Enderbury,"Santa, please bring me coloring book for Christmas. I really need it because my old one broke. I've been helpful all year. From Gabriella",BOOKS,3,0.862,3,pt,mailbox,"[{""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.94}, {""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.96}, {""item_name"": ""educational book"", ""category"": ""BOOKS"", ""confidence_score"": 0.86}]"
REQ_2025_00000749,2025-11-03 17:40:02.787543,CH_YE_96403,61.482581,-82.881082,Seychelles,Asia/Dili,"Dear Santa, I have been very very good this year. For Christmas, I would really like basketball and maybe tennis racket. I promise to do my homework. Love, Omar",SPORTS,3,0.633,1,zh,stocking,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.82}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.85}]"
REQ_2025_00000225,2025-11-03 18:55:10.613346,CH_UZ_69048,-64.668641,8.073923,Azerbaijan,Pacific/Easter,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like headphones and maybe gaming console. I promise to share with my siblings. Love, Adrian",ELECTRONICS,3,0.783,5,fr,mailbox,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.8}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.95}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.91}]"
REQ_2025_00000669,2025-11-03 18:59:45.119326,CH_IL_73556,-82.3180295,97.888093,French Southern Territories,Africa/Conakry,"Dear Santa, I have been very good this year. For Christmas, I would really like drone and maybe gaming console. I promise to share with my siblings. Love, Billy",ELECTRONICS,3,0.617,3,it,chimney,"[{""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.95}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}]"
REQ_2025_00000646,2025-11-03 19:09:21.337117,CH_DK_93590,27.821237,49.39753,Uzbekistan,Europe/Minsk,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like basketball and maybe bicycle. I promise to share with my siblings. Love, Victoria",SPORTS,3,0.938,2,zh,chimney,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.92}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.82}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}]"
REQ_2025_00000491,2025-11-03 19:57:17.833151,CH_NZ_26272,77.7538865,-132.075633,Nicaragua,Pacific/Guadalcanal,"Dear Santa, I have been very good this year. For Christmas, I would really like headphones and maybe smartwatch. I promise to share with my siblings. Love, Ian",ELECTRONICS,3,0.814,4,fr,chimney,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.8}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}]"
REQ_2025_00000643,2025-11-03 20:44:52.459051,CH_DJ_13584,20.8071385,-87.890921,Australia,America/Mexico_City,"Santa, please bring me puzzle for Christmas. I really need it because I want to learn. I've been excellent all year. From Kelly",TOYS,3,0.736,5,zh,mailbox,"[{""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.96}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.99}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.95}]"
REQ_2025_00000910,2025-11-03 20:45:38.131987,CH_UY_97952,-51.6770355,119.187218,Cambodia,Europe/Copenhagen,"Dear Santa, I have been very helpful this year. For Christmas, I would really like musical instrument and maybe craft kit. I promise to do my homework. Love, Allison",CREATIVE,3,0.7,1,de,tree,"[{""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.95}, {""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.95}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.94}]"
REQ_2025_00000960,2025-11-03 21:41:01.719184,CH_BT_93558,-50.7310615,115.140146,Argentina,Africa/Addis_Ababa,"Santa, please bring me drone for Christmas. I really need it because I want to learn. I've been very good all year. From Stephanie",ELECTRONICS,3,0.712,1,ja,mailbox,"[{""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.89}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.86}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}]"
REQ_2025_00000009,2025-11-03 22:20:02.144277,CH_AE_26828,42.4868955,-107.02247,Dominican Republic,Pacific/Palau,"Dear Santa, I have been very kind this year. For Christmas, I would really like tablet and maybe gaming console. I promise to be kind to others. Love, Matthew",ELECTRONICS,3,0.864,5,fr,stocking,"[{""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.91}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.92}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.99}]"
REQ_2025_00000384,2025-11-03 22:22:08.930795,CH_PH_66524,-75.083962,-157.399944,Brunei Darussalam,America/Guatemala,"Santa, please bring me gaming console for Christmas. I really need it because it would help me in school. I've been good all year. From Patrick",ELECTRONICS,3,0.617,1,en,chimney,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.89}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.98}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}]"
REQ_2025_00000494,2025-11-03 23:45:57.471081,CH_JO_81002,-55.7908995,-24.891377,Tajikistan,Asia/Taipei,"Hi Santa! My name is Kelly and I am 5 years old. This year I want tablet, headphones, and robot. I've been excellent and helped my grandparents. Thank you!",ELECTRONICS,3,0.758,4,es,tree,"[{""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.87}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}]"
REQ_2025_00000538,2025-11-04 03:20:56.418287,CH_SA_53063,-86.5310665,129.86004,Korea,Europe/Minsk,"Dear Santa, I have been very excellent this year. For Christmas, I would really like board game and maybe puzzle. I promise to share with my siblings. Love, Anna",TOYS,3,0.719,1,en,stocking,"[{""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.98}, {""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.84}, {""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.87}]"
REQ_2025_00000547,2025-11-04 03:48:08.197042,CH_BB_37529,-83.3810155,24.592962,United States of America,Asia/Kuwait,"Santa, please bring me smartwatch for Christmas. I really need it because all my friends have one. I've been helpful all year. From Amanda",ELECTRONICS,3,0.834,1,es,tree,"[{""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.92}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}]"
REQ_2025_00000888,2025-11-04 04:21:59.810341,CH_AG_64784,-68.4565605,63.556754,Tanzania,Europe/Athens,"Hi Santa! My name is Jared and I am 8 years old. This year I want robot, headphones, and drone. I've been helpful and helped my sister. Thank you!",ELECTRONICS,3,0.923,2,it,stocking,"[{""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.89}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.94}]"
REQ_2025_00000956,2025-11-04 04:45:32.869677,CH_SE_92621,69.4952415,54.456971,Argentina,Europe/Monaco,"Santa, please bring me rollerblades for Christmas. I really need it because it would help me in school. I've been trying my best all year. From James",SPORTS,3,0.629,2,en,mailbox,"[{""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.96}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.82}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}]"
REQ_2025_00000944,2025-11-04 04:48:52.707041,CH_TO_19994,26.8656335,-165.923196,Gibraltar,Europe/Bratislava,"Hi Santa! My name is Alexander and I am 4 years old. This year I want bicycle, tennis racket, and skateboard. I've been excellent and helped my dad. Thank you!",SPORTS,3,0.724,1,es,stocking,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.82}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.86}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.85}]"
REQ_2025_00000046,2025-11-04 06:53:00.109007,CH_GT_32962,-25.9937595,78.510941,Pakistan,America/Guatemala,"Dear Santa, I have been very kind this year. For Christmas, I would really like craft kit and maybe art supplies. I promise to share with my siblings. Love, Michael",CREATIVE,3,0.788,4,it,tree,"[{""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 1.0}, {""item_name"": ""art supplies"", ""category"": ""CREATIVE"", ""confidence_score"": 0.89}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.96}]"
REQ_2025_00000192,2025-11-04 08:22:45.112497,CH_JP_30131,80.5568075,-63.352246,Romania,America/Asuncion,"Dear Santa, I have been very good this year. For Christmas, I would really like craft kit and maybe building blocks. I promise to share with my siblings. Love, Vernon",CREATIVE,3,0.622,1,zh,chimney,"[{""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.86}, {""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.93}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.92}]"
REQ_2025_00000863,2025-11-04 09:21:40.315282,CH_MK_68479,19.3950375,-141.657778,Libyan Arab Jamahiriya,Pacific/Kwajalein,"Santa, please bring me picture book for Christmas. I really need it because it would help me in school. I've been excellent all year. From Matthew",BOOKS,3,0.685,1,es,mailbox,"[{""item_name"": ""picture book"", ""category"": ""BOOKS"", ""confidence_score"": 0.94}, {""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.89}, {""item_name"": ""educational book"", ""category"": ""BOOKS"", ""confidence_score"": 0.95}]"
REQ_2025_00000106,2025-11-04 09:31:16.843588,CH_PG_57943,52.9815345,-126.462299,Iceland,Europe/Budapest,"Dear Santa, I have been very good this year. For Christmas, I would really like science kit and maybe craft kit. I promise to be kind to others. Love, Christina",CREATIVE,3,0.906,3,en,mailbox,"[{""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.81}, {""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.91}, {""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.87}]"
REQ_2025_00000098,2025-11-04 09:51:13.450275,CH_IR_13445,7.3547855,-66.913375,Sri Lanka,Europe/Minsk,"Dear Santa, I have been very very good this year. For Christmas, I would really like smartwatch and maybe drone. I promise to do my homework. Love, Joshua",ELECTRONICS,3,0.744,5,pt,mailbox,"[{""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.96}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.91}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.92}]"
REQ_2025_00000048,2025-11-04 10:20:56.743855,CH_RW_91973,-71.9772525,157.492214,Yemen,Africa/Djibouti,"Dear Santa, I have been very very good this year. For Christmas, I would really like art supplies and maybe science kit. I promise to help with chores. Love, Ariel",CREATIVE,3,0.777,1,de,stocking,"[{""item_name"": ""art supplies"", ""category"": ""CREATIVE"", ""confidence_score"": 0.91}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.99}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.89}]"
REQ_2025_00000379,2025-11-04 11:31:11.114666,CH_IQ_84130,25.91904,-126.980534,Estonia,Asia/Thimphu,"Dear Santa, I have been very helpful this year. For Christmas, I would really like LEGO set and maybe action figure. I promise to help with chores. Love, Heidi",TOYS,3,0.774,3,ja,chimney,"[{""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.87}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.95}, {""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.8}]"
REQ_2025_00000328,2025-11-04 12:13:18.902228,CH_AL_49599,-43.6447615,165.002641,France,Europe/Sarajevo,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like building blocks and maybe musical instrument. I promise to share with my siblings. Love, Tara",CREATIVE,3,0.813,4,zh,tree,"[{""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.92}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.91}, {""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.99}]"
REQ_2025_00000053,2025-11-04 15:24:42.691289,CH_DK_19807,0.471095,-53.594124,Spain,Africa/Algiers,"Dear Santa, I have been very kind this year. For Christmas, I would really like bicycle and maybe tennis racket. I promise to do my homework. Love, Adam",SPORTS,3,0.788,3,pt,mailbox,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.93}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}, {""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}]"
REQ_2025_00000695,2025-11-04 15:37:08.817215,CH_HT_45305,-47.1708185,-33.874415,Peru,Asia/Bahrain,"Dear Santa, I have been very very good this year. For Christmas, I would really like rollerblades and maybe basketball. I promise to share with my siblings. Love, Frank",SPORTS,3,0.982,4,en,tree,"[{""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.9}, {""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}]"
REQ_2025_00000787,2025-11-04 16:24:20.230046,CH_AU_21338,-47.230014,94.685504,New Caledonia,Europe/Vaduz,"Hi Santa! My name is Harold and I am 7 years old. This year I want craft kit, building blocks, and science kit. I've been good and helped my brother. Thank you!",CREATIVE,3,0.822,4,de,tree,"[{""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.9}, {""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.81}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.9}]"
REQ_2025_00000914,2025-11-04 16:59:30.949020,CH_MC_46125,-88.491927,170.781218,Saint Lucia,Europe/Bucharest,"Hi Santa! My name is Joseph and I am 11 years old. This year I want puzzle, board game, and action figure. I've been kind and helped my brother. Thank you!",TOYS,3,0.936,4,it,tree,"[{""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.9}, {""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.89}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.83}]"
REQ_2025_00000014,2025-11-04 17:02:45.573945,CH_SK_30289,-42.259615,-100.680767,Vanuatu,Europe/Amsterdam,"Hi Santa! My name is Patricia and I am 3 years old. This year I want headphones, tablet, and robot. I've been trying my best and helped my brother. Thank you!",ELECTRONICS,3,0.676,2,en,chimney,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.95}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.92}]"
REQ_2025_00000776,2025-11-04 17:40:46.566453,CH_VN_32087,-14.693604,144.651975,Suriname,America/Dominica,"Santa, please bring me puzzle for Christmas. I really need it because my old one broke. I've been good all year. From James",TOYS,3,0.601,5,en,chimney,"[{""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.87}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.86}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.96}]"
REQ_2025_00000175,2025-11-04 18:20:57.638764,CH_VA_22193,-67.4857825,-24.497482,Bahamas,Africa/Addis_Ababa,"Hi Santa! My name is Gregory and I am 7 years old. This year I want doll, puzzle, and stuffed animal. I've been trying my best and helped my dad. Thank you!",TOYS,3,0.618,2,zh,stocking,"[{""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.89}, {""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.95}, {""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.92}]"
REQ_2025_00000185,2025-11-04 18:42:31.408631,CH_TO_12612,79.476327,-12.903324,Cuba,America/Costa_Rica,"Dear Santa, I have been very good this year. For Christmas, I would really like chapter book and maybe educational book. I promise to do my homework. Love, Samantha",BOOKS,3,0.811,1,pt,tree,"[{""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.96}, {""item_name"": ""educational book"", ""category"": ""BOOKS"", ""confidence_score"": 0.87}, {""item_name"": ""picture book"", ""category"": ""BOOKS"", ""confidence_score"": 0.84}]"
REQ_2025_00000968,2025-11-04 18:50:12.812953,CH_CH_62793,-40.808047,43.08399,Vanuatu,Asia/Karachi,"Santa, please bring me bicycle for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Kaylee",SPORTS,3,0.872,1,ja,mailbox,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.94}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.88}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.99}]"
REQ_2025_00000654,2025-11-04 19:16:44.613295,CH_BJ_23237,52.567474,-17.449755,Chile,Africa/Tripoli,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like headphones and maybe tablet. I promise to help with chores. Love, Teresa",ELECTRONICS,3,0.651,1,zh,chimney,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.94}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 1.0}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}]"
REQ_2025_00000499,2025-11-04 19:32:48.194878,CH_GH_78350,2.56682,142.59182,Finland,America/Tegucigalpa,"Santa, please bring me gaming console for Christmas. I really need it because it would help me in school. I've been very good all year. From Mike",ELECTRONICS,3,0.729,4,en,chimney,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.97}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}]"
REQ_2025_00000681,2025-11-04 19:53:12.584389,CH_RS_10350,16.3924035,57.978418,Niger,Europe/London,"Santa, please bring me coloring book for Christmas. I really need it because I want to learn. I've been kind all year. From Patricia",BOOKS,3,0.913,2,es,tree,"[{""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.83}, {""item_name"": ""comic book"", ""category"": ""BOOKS"", ""confidence_score"": 0.9}, {""item_name"": ""educational book"", ""category"": ""BOOKS"", ""confidence_score"": 0.8}]"
REQ_2025_00000481,2025-11-04 20:02:04.764414,CH_MD_21255,-81.5818165,136.339459,Dominica,Africa/Brazzaville,"Hi Santa! My name is Rebecca and I am 5 years old. This year I want skateboard, rollerblades, and tennis racket. I've been very good and helped my brother. Thank you!",SPORTS,3,0.725,2,zh,mailbox,"[{""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.84}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.91}]"
REQ_2025_00000123,2025-11-04 20:26:17.944826,CH_NE_60132,38.121638,-28.696305,Micronesia,Pacific/Fiji,"Hi Santa! My name is Bruce and I am 3 years old. This year I want board game, LEGO set, and action figure. I've been very good and helped my brother. Thank you!",TOYS,3,0.779,4,zh,chimney,"[{""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.94}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.91}]"
REQ_2025_00000336,2025-11-04 20:52:39.124769,CH_ZA_78597,-36.2041705,-134.939146,Australia,America/Havana,"Dear Santa, I have been very kind this year. For Christmas, I would really like puzzle and maybe board game. I promise to help with chores. Love, Taylor",TOYS,3,0.956,1,de,mailbox,"[{""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.93}]"
REQ_2025_00000154,2025-11-04 21:26:04.153081,CH_VN_31922,78.4847825,4.304618,Wallis and Futuna,Africa/Blantyre,"Santa, please bring me building blocks for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Patricia",CREATIVE,3,0.633,1,de,stocking,"[{""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.81}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.84}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.86}]"
REQ_2025_00000370,2025-11-04 21:43:53.960606,CH_IS_47274,58.4833065,-12.274139,Lesotho,Europe/Luxembourg,"Hi Santa! My name is Michael and I am 7 years old. This year I want smartwatch, gaming console, and headphones. I've been excellent and helped my dad. Thank you!",ELECTRONICS,3,0.782,2,fr,stocking,"[{""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.94}]"
REQ_2025_00000520,2025-11-04 21:59:45.367356,CH_HT_22755,-73.555918,9.466944,Ghana,America/Lima,"Hi Santa! My name is Paul and I am 8 years old. This year I want basketball, bicycle, and soccer ball. I've been kind and helped my grandparents. Thank you!",SPORTS,3,0.652,5,en,stocking,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.83}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.83}]"
REQ_2025_00000696,2025-11-04 22:52:55.253217,CH_TD_28541,-86.4220375,53.678139,Saint Vincent and the Grenadines,Europe/Andorra,"Santa, please bring me drone for Christmas. I really need it because all my friends have one. I've been excellent all year. From Cynthia",ELECTRONICS,3,0.921,4,zh,tree,"[{""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.89}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}]"
REQ_2025_00000581,2025-11-04 23:53:32.387644,CH_MZ_78248,89.9433795,66.859371,Tuvalu,America/Guatemala,"Hi Santa! My name is Tiffany and I am 8 years old. This year I want doll, board game, and stuffed animal. I've been excellent and helped my brother. Thank you!",TOYS,3,0.889,4,fr,mailbox,"[{""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.92}, {""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.81}]"
REQ_2025_00000901,2025-11-05 01:30:05.801266,CH_LK_86854,-74.0064005,133.853894,Rwanda,Africa/Casablanca,"Dear Santa, I have been very very good this year. For Christmas, I would really like basketball and maybe bicycle. I promise to do my homework. Love, Molly",SPORTS,3,0.899,1,de,mailbox,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.91}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.86}]"
